Nombre;Líneas/Category/Nombre;Líneas/Producto/Nombre;Líneas/Cantidad;Líneas/Fórmula;Líneas/Secuencia
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Pico T5MT Sin Subsidio;;unit_price*44.04;15
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Potencia Resto T5MT Sin Subsidio;;unit_price*18.87;16
T5MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5MT Sin Subsidio;;unit_price*66.06;17
T5MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5MT Sin Subsidio;;unit_price*18.87;18
T5MT Media Tension (50 a 300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5MT Sin Subsidio;;unit_price*0.0320;19
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cargo Perdida Transformador T5MT Sin Subsidio;;unit_price*0.0133;20
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Pico T5MT Sin Subsidio;;unit_price*-0.0137;21
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Valle T5MT Sin Subsidio;;unit_price*-0.0133;22
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Variable Resto T5MT Sin Subsidio;;unit_price*-0.0134;23
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Potencia Pico T5MT Sin Subsidio;;unit_price*-44.04;24
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Potencia Resto T5MT Sin Subsidio;;unit_price*-18.87;25
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T5MT Sin Subsidio;;unit_price*-66.06;26
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T5MT Sin Subsidio;;unit_price*-18.87;27
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T5MT Sin Subsidio;;unit_price*-0.0320;28
T5MT Media Tension (50 a 300KW);Servicios de Energía;Resta Cargo Perdida Transformador T5MT Sin Subsidio;;unit_price*-0.0133;29
T5MT Media Tension (50 a 300KW);Servicios de Energía;Res. Asamblea 30/12/04 T5MT Cuota Capital;;unit_price*0;30
T5MT Media Tension (50 a 300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T5MT;;unit_price*0;31
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Fijo T5MT (>300);;unit_price*41.53;1
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Pico T5MT (>300);;unit_price*0.0021;2
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Valle T5MT (>300);;unit_price*0.0020;3
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Resto T5MT (>300);;unit_price*0.0020;4
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T5MT (>300);;unit_price*29.54;5
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T5MT (>300);;unit_price*12.66;6
T5MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5MT (>300);;unit_price*44.31;7
T5MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5MT (>300);;unit_price*18.99;8
T5MT Media Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5MT (>300) ;;unit_price*0.0320;9
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T5MT (>300);;unit_price*0.0020;10
T5MT Media Tension (>300KW);Servicios de Energía;RES MI 206/13 T5MT (>300);;unit_price*5.00;11
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Pico T5MT (>300) Sin Subsidio ;;unit_price*0.0066;12
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Valle T5MT (>300) Sin Subsidio;;unit_price*0.0064;13
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Variable Resto T5MT (>300) Sin Subsidio ;;unit_price*0.0066;14
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Pico T5MT (>300) Sin Subsidio ;;unit_price*29.54;15
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Potencia Resto T5MT (>300) Sin Subsidio ;;unit_price*12.66;16
T5MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Pico T5MT (>300)Sin Subsidio;;unit_price*44.31;17
T5MT Media Tension (>300KW);Servicios de Energía;Recargo por Exceso de Potencia Resto T5MT (>300) Sin Subsidio;;unit_price*18.99;18
T5MT Media Tension (>300KW);Servicios de Energía;Recargo por Bajo Coseno de Fi T5MT (>300) Sin Subsidio;;unit_price*0.0320;19
T5MT Media Tension (>300KW);Servicios de Energía;Cargo Perdida Transformador T5MT (>300) Sin Subsidio;;unit_price*0.0064;20
T5MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Variable Pico T5MT (>300) Sin Subsidio ;;unit_price*-0.0066;21
T5MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Variable Valle T5MT (>300) Sin Subsidio;;unit_price*-0.0064;22
T5MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Variable Resto T5MT (>300) Sin Subsidio ;;unit_price*-0.0066;23
T5MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Pico T5MT (>300) Sin Subsidio ;;unit_price*-29.54;24
T5MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Potencia Resto T5MT (>300) Sin Subsidio ;;unit_price*-12.66;25
T5MT Media Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Pico T5MT (>300)Sin Subsidio;;unit_price*-44.31;26
T5MT Media Tension (>300KW);Servicios de Energía;Resta Recargo por Exceso de Potencia Resto T5MT (>300) Sin Subsidio;;unit_price*-18.99;27
T5MT Media Tension (>300KW);Servicios de Energía;Resta Recargo por Bajo Coseno de Fi T5MT (>300) Sin Subsidio;;unit_price*-0.0320;28
T5MT Media Tension (>300KW);Servicios de Energía;Resta Cargo Perdida Transformador T5MT (>300) Sin Subsidio;;unit_price*-0.0064;29
T5MT Media Tension (>300KW);Servicios de Energía;Res. Asamblea 30/12/04 T5MT (>300) Cuota Capital;;unit_price*0;30
T5MT Media Tension (>300KW);Servicios de Energía;Cuota Extraordinaria Dec 3142/07 - Resolución 604/07 T5MT (>300);;unit_price*0;31
